customer_id,signup_date,home_geography,historical_avg_amount,historical_txn_count
cust_0000001041,2025-04-30,Howrah,162874,174
cust_0000001042,2026-03-12,Bangalore,848192,496
cust_0000001043,2026-02-20,Ahmedabad,413016,444
cust_0000001044,2025-01-15,Pune,154556,96
cust_0000001045,2025-04-25,Pune,46063,108
cust_0000001046,2025-09-28,Ahmedabad,44944,358
cust_0000001047,2024-08-17,Jaipur,101407,289
cust_0000001048,2025-08-26,Ahmedabad,268360,415
cust_0000001049,2024-03-26,Jaipur,390161,400
cust_0000001050,2026-04-28,Pune,51804,38
cust_0000001051,2023-12-21,Bangalore,167378,407
cust_0000001052,2025-05-25,Hyderabad,52299,455
cust_0000001053,2024-02-16,Kolkata,141970,284
cust_0000001054,2025-01-20,Delhi,67222,160
cust_0000001055,2024-05-01,Jaipur,101328,200
cust_0000001056,2024-12-27,Bangalore,48894,283
cust_0000001057,2024-05-31,Pune,91887,39
cust_0000001058,2024-07-28,Chennai,24439,154
cust_0000001059,2024-11-14,Bangalore,63735,202
cust_0000001060,2025-02-23,Kolkata,59521,117
cust_0000001061,2025-02-21,Hyderabad,253345,409
cust_0000001062,2024-09-05,Hyderabad,59223,328
cust_0000001063,2024-06-05,Bangalore,437482,80
cust_0000001064,2026-02-16,Chennai,95372,392
cust_0000001065,2024-07-28,Hyderabad,410344,337
cust_0000001066,2025-12-05,Bangalore,118932,87
cust_0000001067,2024-01-28,Mumbai,104302,438
cust_0000001068,2025-10-10,Jaipur,325088,273
cust_0000001069,2026-04-05,Jaipur,90455,436
cust_0000001070,2024-04-22,Pune,186268,17
cust_0000001071,2025-05-30,Chennai,45830,356
cust_0000001072,2026-04-14,Kolkata,95262,158
cust_0000001073,2025-10-14,Chennai,69071,323
cust_0000001074,2024-06-05,Jaipur,42341,153
cust_0000001075,2025-09-27,Mumbai,126935,430
cust_0000001076,2024-01-17,Bangalore,107638,265
cust_0000001077,2023-12-22,Kolkata,139597,280
cust_0000001078,2025-02-07,Chennai,164391,129
cust_0000001079,2025-06-27,Kolkata,58401,88
cust_0000001080,2025-09-23,Hyderabad,74971,157
cust_0000001081,2026-01-04,Chennai,76540,446
cust_0000001082,2024-03-12,Mumbai,60779,102
cust_0000001083,2025-01-05,Chennai,399332,139
cust_0000001084,2024-12-02,Kolkata,88390,33
cust_0000001085,2025-01-27,Mumbai,448817,289
cust_0000001086,2023-12-23,Mumbai,165010,269
cust_0000001087,2025-12-01,Ahmedabad,89835,183
cust_0000001088,2025-03-16,Hyderabad,28801,388
cust_0000001089,2025-11-21,Jaipur,22569,21
cust_0000001090,2024-01-31,Bangalore,19660,268
cust_0000001091,2024-05-04,Chennai,43318,441
cust_0000001092,2025-05-14,Hyderabad,386309,256
cust_0000001093,2024-09-02,Chennai,171256,264
cust_0000001094,2025-04-17,Pune,50482,308
cust_0000001095,2026-02-04,Mumbai,40309,40
cust_0000001096,2024-12-04,Jaipur,132580,48
cust_0000001097,2024-09-22,Ahmedabad,157227,495
cust_0000001098,2025-08-28,Delhi,99027,113
cust_0000001099,2024-03-21,Bangalore,207119,378
cust_0000001100,2024-11-25,Howrah,96558,279
cust_0000001101,2025-02-09,Chennai,121614,71
cust_0000001102,2025-03-15,Delhi,41263,50
cust_0000001103,2024-10-25,Howrah,350146,112
cust_0000001104,2024-07-09,Pune,64752,358
cust_0000001105,2025-01-18,Kolkata,48573,195
cust_0000001106,2025-01-19,Ahmedabad,35143,232
cust_0000001107,2024-07-28,Ahmedabad,33976,424
cust_0000001108,2026-02-20,Chennai,107161,425
cust_0000001109,2025-06-29,Hyderabad,46872,386
cust_0000001110,2025-07-13,Jaipur,383860,306
cust_0000001111,2026-03-10,Pune,196415,63
cust_0000001112,2025-09-03,Bangalore,274506,287
cust_0000001113,2024-08-05,Jaipur,281142,87
cust_0000001114,2026-04-13,Mumbai,215336,212
cust_0000001115,2026-03-29,Kolkata,76948,281
cust_0000001116,2025-02-03,Bangalore,289606,131
cust_0000001117,2025-04-19,Hyderabad,194863,147
cust_0000001118,2024-09-22,Pune,240373,439
cust_0000001119,2024-01-22,Jaipur,25588,370
cust_0000001120,2026-03-14,Kolkata,67330,416
cust_0000001121,2024-05-26,Delhi,21289,114
cust_0000001122,2024-04-14,Kolkata,219273,105
cust_0000001123,2024-05-14,Howrah,184279,323
cust_0000001124,2024-01-24,Pune,74634,263
cust_0000001125,2025-06-13,Delhi,180862,394
cust_0000001126,2025-06-05,Kolkata,44151,380
cust_0000001127,2025-10-01,Howrah,60488,295
cust_0000001128,2024-03-23,Bangalore,155043,42
cust_0000001129,2024-07-04,Pune,110734,193
cust_0000001130,2025-09-03,Kolkata,73176,208
cust_0000001131,2025-07-27,Bangalore,99457,470
cust_0000001132,2025-03-25,Pune,295228,103
cust_0000001133,2024-07-21,Jaipur,65486,210
cust_0000001134,2024-09-14,Chennai,183725,264
cust_0000001135,2026-02-01,Ahmedabad,86813,66
cust_0000001136,2024-04-29,Kolkata,45317,153
cust_0000001137,2024-02-13,Hyderabad,120934,312
cust_0000001138,2024-03-19,Kolkata,140880,219
cust_0000001139,2025-09-27,Ahmedabad,65668,112
cust_0000001140,2026-01-19,Bangalore,75110,168
cust_0000001141,2025-01-27,Delhi,110376,85
cust_0000001142,2025-11-14,Mumbai,221250,157
cust_0000001143,2025-07-20,Howrah,234222,114
cust_0000001144,2025-05-11,Mumbai,201501,201
cust_0000001145,2026-01-28,Delhi,110572,77
cust_0000001146,2024-03-25,Jaipur,619839,324
cust_0000001147,2024-11-18,Hyderabad,1034785,48
cust_0000001148,2025-05-27,Jaipur,262660,434
cust_0000001149,2024-11-06,Delhi,170947,195
cust_0000001150,2025-04-17,Jaipur,134965,216
cust_0000001151,2023-12-17,Pune,117363,326
cust_0000001152,2025-08-15,Jaipur,184891,206
cust_0000001153,2024-02-20,Pune,60297,353
cust_0000001154,2024-04-04,Delhi,62719,80
cust_0000001155,2024-09-24,Howrah,263960,81
cust_0000001156,2024-05-17,Bangalore,375792,439
cust_0000001157,2026-04-03,Hyderabad,52337,499
cust_0000001158,2025-01-05,Mumbai,122849,64
cust_0000001159,2024-09-23,Delhi,49234,296
cust_0000001160,2025-09-22,Pune,54182,240
cust_0000001161,2025-06-19,Chennai,41262,299
cust_0000001162,2024-12-16,Bangalore,434326,360
cust_0000001163,2024-03-26,Hyderabad,183540,238
cust_0000001164,2024-07-30,Howrah,41727,457
cust_0000001165,2025-10-02,Delhi,121838,493
cust_0000001166,2024-05-07,Bangalore,67622,495
cust_0000001167,2025-12-07,Hyderabad,156676,212
cust_0000001168,2026-01-13,Howrah,215844,15
cust_0000001169,2024-01-20,Jaipur,109474,81
cust_0000001170,2026-02-10,Hyderabad,124574,236
cust_0000001171,2024-02-28,Delhi,81305,171
cust_0000001172,2024-09-11,Delhi,100766,165
cust_0000001173,2025-09-29,Delhi,61744,399
cust_0000001174,2024-10-09,Jaipur,36894,372
cust_0000001175,2024-12-03,Jaipur,117703,273
cust_0000001176,2025-07-12,Howrah,66221,83
cust_0000001177,2024-12-19,Bangalore,274929,237
cust_0000001178,2025-11-10,Pune,113803,134
cust_0000001179,2024-02-13,Kolkata,111658,410
cust_0000001180,2025-11-14,Pune,70875,112
cust_0000001181,2024-08-17,Delhi,109552,308
cust_0000001182,2024-05-11,Bangalore,631155,360
cust_0000001183,2024-11-21,Hyderabad,569793,124
cust_0000001184,2025-02-24,Mumbai,57261,466
cust_0000001185,2025-12-14,Pune,34874,396
cust_0000001186,2024-02-15,Ahmedabad,246192,457
cust_0000001187,2025-01-10,Mumbai,140689,239
cust_0000001188,2024-05-15,Pune,56031,427
cust_0000001189,2024-01-02,Pune,316645,415
cust_0000001190,2024-10-23,Chennai,9316,143
cust_0000001191,2024-07-23,Howrah,394208,388
cust_0000001192,2024-10-08,Chennai,480972,169
cust_0000001193,2026-02-22,Bangalore,112103,150
cust_0000001194,2025-07-30,Ahmedabad,134539,227
cust_0000001195,2024-09-02,Ahmedabad,160394,355
cust_0000001196,2024-07-02,Jaipur,38271,293
cust_0000001197,2025-07-23,Howrah,84124,372
cust_0000001198,2024-12-03,Kolkata,43864,91
cust_0000001199,2025-08-02,Howrah,121490,137
cust_0000001200,2024-04-23,Ahmedabad,34996,322
cust_0000001201,2025-06-08,Howrah,144229,36
cust_0000001202,2025-06-12,Bangalore,25983,79
cust_0000001203,2023-12-27,Hyderabad,59380,310
cust_0000001204,2024-03-01,Mumbai,276625,290
cust_0000001205,2024-10-27,Bangalore,106670,462
cust_0000001206,2024-09-24,Hyderabad,146001,197
cust_0000001207,2024-07-19,Delhi,32697,233
cust_0000001208,2025-08-02,Pune,63327,395
cust_0000001209,2025-09-28,Kolkata,101155,53
cust_0000001210,2024-05-15,Pune,138486,305
cust_0000001211,2024-11-14,Delhi,73335,80
cust_0000001212,2024-04-28,Bangalore,133914,119
cust_0000001213,2024-11-28,Delhi,195209,126
cust_0000001214,2025-12-10,Ahmedabad,942574,40
cust_0000001215,2025-04-09,Pune,55014,95
cust_0000001216,2025-12-29,Hyderabad,229273,161
cust_0000001217,2026-04-18,Mumbai,337489,408
cust_0000001218,2025-01-18,Hyderabad,27231,10
cust_0000001219,2024-03-05,Mumbai,72323,307
cust_0000001220,2026-02-15,Pune,85975,123
cust_0000001221,2025-10-21,Bangalore,917093,331
cust_0000001222,2025-08-12,Hyderabad,122023,272
cust_0000001223,2025-07-31,Kolkata,65849,229
cust_0000001224,2024-07-23,Chennai,154190,198
cust_0000001225,2024-04-01,Delhi,67979,425
cust_0000001226,2025-05-28,Jaipur,423488,451
cust_0000001227,2026-03-22,Howrah,55226,198
cust_0000001228,2024-11-10,Bangalore,67167,469
cust_0000001229,2024-01-24,Mumbai,32297,479
cust_0000001230,2024-08-26,Hyderabad,100239,34
cust_0000001231,2024-09-21,Hyderabad,36265,324
cust_0000001232,2025-04-16,Delhi,169958,144
cust_0000001233,2025-08-13,Howrah,100596,357
cust_0000001234,2024-12-01,Pune,340750,240
cust_0000001235,2024-10-29,Hyderabad,49234,338
cust_0000001236,2024-05-27,Bangalore,78355,327
cust_0000001237,2025-12-12,Ahmedabad,175558,168
cust_0000001238,2024-06-13,Kolkata,268724,343
cust_0000001239,2025-11-16,Bangalore,48629,68
cust_0000001240,2024-11-05,Pune,39366,66
cust_0000001241,2025-04-26,Chennai,71546,53
cust_0000001242,2024-09-07,Mumbai,316720,255
cust_0000001243,2024-07-09,Chennai,1014390,33
cust_0000001244,2026-03-02,Hyderabad,110071,12
cust_0000001245,2025-08-12,Kolkata,162250,498
cust_0000001246,2026-03-02,Mumbai,237592,205
cust_0000001247,2024-10-23,Mumbai,26667,357
cust_0000001248,2025-12-25,Ahmedabad,50701,171
cust_0000001249,2026-05-02,Howrah,23210,180
cust_0000001250,2024-05-30,Delhi,72070,244
cust_0000001251,2025-07-18,Ahmedabad,134818,33
cust_0000001252,2024-06-21,Jaipur,213323,389
cust_0000001253,2023-12-30,Jaipur,48549,75
cust_0000001254,2026-03-16,Hyderabad,334206,37
cust_0000001255,2024-09-09,Mumbai,254946,98
cust_0000001256,2025-01-17,Mumbai,39528,152
cust_0000001257,2023-12-26,Delhi,60738,356
cust_0000001258,2025-01-01,Jaipur,43947,173
cust_0000001259,2026-03-29,Hyderabad,221512,185
cust_0000001260,2024-09-02,Mumbai,114160,314
cust_0000001261,2024-02-07,Ahmedabad,123474,248
cust_0000001262,2024-05-14,Delhi,135506,495
cust_0000001263,2026-02-21,Delhi,469561,432
cust_0000001264,2025-12-28,Delhi,215152,148
cust_0000001265,2025-11-14,Bangalore,95536,278
cust_0000001266,2025-03-05,Pune,148058,381
cust_0000001267,2025-05-30,Chennai,203629,51
cust_0000001268,2024-12-27,Delhi,180976,270
cust_0000001269,2024-07-09,Ahmedabad,159017,458
cust_0000001270,2024-07-26,Pune,200134,424
cust_0000001271,2025-05-05,Bangalore,114900,35
cust_0000001272,2025-10-30,Delhi,39844,315
cust_0000001273,2025-07-01,Jaipur,286154,396
cust_0000001274,2024-01-05,Chennai,92489,426
cust_0000001275,2024-07-21,Pune,53747,11
cust_0000001276,2024-05-21,Bangalore,76662,418
cust_0000001277,2025-09-06,Mumbai,232634,381
cust_0000001278,2025-08-24,Pune,135999,395
cust_0000001279,2024-05-30,Kolkata,48391,101
cust_0000001280,2025-08-19,Pune,63433,88
cust_0000001281,2025-04-15,Delhi,1214395,261
cust_0000001282,2025-06-18,Mumbai,58499,12
cust_0000001283,2026-01-07,Bangalore,179363,146
cust_0000001284,2025-10-03,Howrah,61377,330
cust_0000001285,2024-03-12,Hyderabad,49847,459
cust_0000001286,2024-06-17,Bangalore,37632,441
cust_0000001287,2025-01-04,Bangalore,203805,401
cust_0000001288,2024-11-16,Ahmedabad,220642,65
cust_0000001289,2024-01-08,Kolkata,238458,139
cust_0000001290,2024-01-28,Kolkata,154382,141
cust_0000001291,2024-06-02,Ahmedabad,28479,157
cust_0000001292,2025-09-06,Chennai,204076,7
cust_0000001293,2026-02-22,Bangalore,45350,40
cust_0000001294,2026-04-20,Kolkata,32187,36
cust_0000001295,2025-10-16,Jaipur,52340,382
cust_0000001296,2025-07-07,Jaipur,98809,469
cust_0000001297,2024-01-19,Delhi,33981,322
cust_0000001298,2024-09-09,Hyderabad,75261,279
cust_0000001299,2024-05-19,Kolkata,312486,269
cust_0000001300,2025-12-30,Howrah,161335,319
cust_0000001301,2024-10-01,Mumbai,168871,141
cust_0000001302,2026-02-02,Mumbai,66947,420
cust_0000001303,2024-10-24,Delhi,103756,213
cust_0000001304,2026-03-30,Mumbai,273881,234
cust_0000001305,2025-06-30,Hyderabad,33521,291
cust_0000001306,2025-01-13,Kolkata,270173,9
cust_0000001307,2024-01-13,Jaipur,118421,251
cust_0000001308,2024-04-13,Kolkata,137963,72
cust_0000001309,2024-02-03,Kolkata,48148,131
cust_0000001310,2024-04-05,Jaipur,34096,171
cust_0000001311,2026-03-22,Bangalore,29663,17
cust_0000001312,2025-03-18,Chennai,41664,62
cust_0000001313,2024-02-10,Chennai,70891,275
cust_0000001314,2024-06-18,Pune,213699,245
cust_0000001315,2026-03-08,Ahmedabad,38899,55
cust_0000001316,2026-02-07,Mumbai,138518,166
cust_0000001317,2026-04-22,Hyderabad,169698,355
cust_0000001318,2025-12-30,Ahmedabad,32542,104
cust_0000001319,2024-04-26,Mumbai,129627,425
cust_0000001320,2024-03-21,Chennai,30962,38
cust_0000001321,2024-02-01,Pune,78577,17
cust_0000001322,2026-02-22,Bangalore,481683,97
cust_0000001323,2025-07-01,Chennai,80941,442
cust_0000001324,2024-05-31,Bangalore,147655,97
cust_0000001325,2025-07-11,Howrah,70527,83
cust_0000001326,2025-11-17,Delhi,105887,228
cust_0000001327,2024-09-25,Delhi,52497,296
cust_0000001328,2024-03-26,Hyderabad,93474,445
cust_0000001329,2026-04-04,Ahmedabad,19536,24
cust_0000001330,2026-04-12,Howrah,16419,153
cust_0000001331,2025-06-27,Jaipur,76528,242
cust_0000001332,2024-12-28,Pune,66417,431
cust_0000001333,2025-07-30,Bangalore,56314,294
cust_0000001334,2024-04-11,Chennai,288111,346
cust_0000001335,2025-07-19,Howrah,43456,325
cust_0000001336,2025-05-21,Delhi,70255,6
cust_0000001337,2024-03-17,Ahmedabad,64891,428
cust_0000001338,2026-04-22,Delhi,103812,364
cust_0000001339,2025-04-28,Pune,125687,458
cust_0000001340,2025-01-30,Kolkata,255415,21
cust_0000001341,2025-08-26,Kolkata,1767066,461
cust_0000001342,2024-10-01,Chennai,206650,283
cust_0000001343,2024-09-13,Jaipur,73545,472
cust_0000001344,2025-02-02,Kolkata,93752,440
cust_0000001345,2026-01-02,Bangalore,291816,487
cust_0000001346,2024-10-14,Mumbai,60004,432
cust_0000001347,2024-02-16,Hyderabad,220063,59
cust_0000001348,2026-02-25,Pune,127278,426
cust_0000001349,2026-03-04,Kolkata,248764,264
cust_0000001350,2025-02-23,Jaipur,116179,409
cust_0000001351,2024-05-26,Howrah,86684,129
cust_0000001352,2024-04-01,Chennai,20093,395
cust_0000001353,2024-10-06,Chennai,115353,258
cust_0000001354,2025-01-19,Mumbai,170137,310
cust_0000001355,2025-10-13,Mumbai,25334,394
cust_0000001356,2024-08-18,Mumbai,500802,145
cust_0000001357,2024-04-14,Bangalore,29252,331
cust_0000001358,2026-01-27,Kolkata,128669,179
cust_0000001359,2025-01-28,Ahmedabad,48041,439
cust_0000001360,2024-09-07,Jaipur,230561,364
cust_0000001361,2024-12-29,Jaipur,80380,492
cust_0000001362,2025-04-08,Bangalore,340794,79
cust_0000001363,2024-12-30,Kolkata,43806,164
cust_0000001364,2025-04-14,Mumbai,14355,161
cust_0000001365,2025-09-15,Mumbai,47556,25
cust_0000001366,2024-03-26,Howrah,112665,78
cust_0000001367,2025-07-14,Pune,144056,379
cust_0000001368,2025-09-16,Howrah,27516,23
cust_0000001369,2024-09-08,Pune,64839,5
cust_0000001370,2026-04-06,Mumbai,192501,319
cust_0000001371,2024-06-21,Delhi,46012,451
cust_0000001372,2026-04-06,Mumbai,146908,132
cust_0000001373,2025-04-05,Howrah,60063,8
cust_0000001374,2025-05-31,Bangalore,107375,50
cust_0000001375,2024-06-12,Howrah,27196,154
cust_0000001376,2025-03-08,Howrah,23184,408
cust_0000001377,2025-04-15,Hyderabad,42735,278
cust_0000001378,2025-03-21,Kolkata,48614,346
cust_0000001379,2025-04-21,Kolkata,20593,454
cust_0000001380,2025-12-03,Jaipur,230409,145
cust_0000001381,2025-04-13,Mumbai,282614,419
cust_0000001382,2024-03-07,Chennai,207703,103
cust_0000001383,2024-07-19,Howrah,78838,374
cust_0000001384,2024-06-13,Bangalore,105753,478
cust_0000001385,2024-04-18,Howrah,17764,68
cust_0000001386,2024-12-21,Ahmedabad,40534,375
cust_0000001387,2024-07-12,Kolkata,121636,427
cust_0000001388,2024-03-10,Kolkata,331281,195
cust_0000001389,2026-05-02,Jaipur,98850,360
cust_0000001390,2026-04-07,Chennai,1380799,217
cust_0000001391,2024-05-28,Kolkata,154494,142
cust_0000001392,2025-02-05,Jaipur,223781,66
cust_0000001393,2023-12-25,Kolkata,387818,459
cust_0000001394,2024-03-18,Hyderabad,34677,425
cust_0000001395,2025-12-04,Ahmedabad,61018,383
cust_0000001396,2025-01-28,Chennai,620128,421
cust_0000001397,2026-01-27,Hyderabad,114351,255
cust_0000001398,2023-12-22,Kolkata,296729,466
cust_0000001399,2025-12-20,Jaipur,75054,244
cust_0000001400,2025-03-07,Mumbai,105999,17
cust_0000001401,2025-03-17,Pune,206682,354
cust_0000001402,2025-08-16,Hyderabad,408721,357
cust_0000001403,2024-12-03,Bangalore,135653,155
cust_0000001404,2025-07-09,Ahmedabad,219731,272
cust_0000001405,2024-03-23,Delhi,30754,168
cust_0000001406,2024-10-11,Kolkata,170668,487
cust_0000001407,2023-12-17,Bangalore,373765,426
cust_0000001408,2025-03-29,Ahmedabad,254722,144
cust_0000001409,2025-07-07,Bangalore,83473,149
cust_0000001410,2026-03-29,Hyderabad,33758,270
cust_0000001411,2024-02-17,Kolkata,16017,259
cust_0000001412,2025-02-02,Hyderabad,111493,42
cust_0000001413,2024-03-07,Bangalore,244160,486
cust_0000001414,2025-07-27,Ahmedabad,240885,12
cust_0000001415,2025-03-08,Bangalore,212094,156
cust_0000001416,2025-11-27,Hyderabad,88577,120
cust_0000001417,2025-08-08,Bangalore,46415,164
cust_0000001418,2024-11-28,Howrah,401074,214
cust_0000001419,2025-09-21,Delhi,270573,41
cust_0000001420,2026-03-24,Hyderabad,187285,315
cust_0000001421,2025-05-18,Howrah,360444,457
cust_0000001422,2024-03-11,Ahmedabad,126822,61
cust_0000001423,2025-03-07,Howrah,93158,149
cust_0000001424,2025-04-10,Ahmedabad,43140,118
cust_0000001425,2024-05-31,Bangalore,31279,26
cust_0000001426,2025-03-15,Jaipur,151183,123
cust_0000001427,2025-04-16,Bangalore,163895,69
cust_0000001428,2026-04-29,Chennai,198056,222
cust_0000001429,2024-02-09,Chennai,113717,75
cust_0000001430,2025-09-30,Bangalore,47894,129
cust_0000001431,2025-10-18,Howrah,155037,167
cust_0000001432,2025-02-06,Pune,99133,458
cust_0000001433,2024-11-24,Kolkata,92696,185
cust_0000001434,2025-06-30,Delhi,167593,145
cust_0000001435,2024-01-15,Bangalore,254980,142
cust_0000001436,2024-08-07,Kolkata,52702,204
cust_0000001437,2024-09-28,Hyderabad,150538,443
cust_0000001438,2025-11-03,Pune,86285,75
cust_0000001439,2025-11-18,Hyderabad,465145,482
cust_0000001440,2025-02-07,Chennai,182913,238
cust_0000001441,2024-12-06,Chennai,37758,411
cust_0000001442,2026-02-28,Bangalore,252543,254
cust_0000001443,2025-01-23,Hyderabad,90651,19
cust_0000001444,2026-01-24,Ahmedabad,52128,222
cust_0000001445,2026-03-18,Bangalore,121443,178
cust_0000001446,2025-10-08,Howrah,380150,217
cust_0000001447,2024-04-15,Jaipur,209145,109
cust_0000001448,2024-03-01,Howrah,235848,382
cust_0000001449,2025-07-30,Chennai,222265,83
cust_0000001450,2024-03-20,Kolkata,105309,270
cust_0000001451,2026-03-14,Jaipur,19871,454
cust_0000001452,2025-03-14,Ahmedabad,181133,199
cust_0000001453,2025-10-05,Howrah,195963,109
cust_0000001454,2025-07-16,Delhi,103742,58
cust_0000001455,2024-12-18,Ahmedabad,683015,307
cust_0000001456,2024-07-28,Bangalore,53395,462
cust_0000001457,2024-06-14,Howrah,104876,164
cust_0000001458,2024-02-18,Chennai,164143,439
cust_0000001459,2026-03-17,Mumbai,1033679,89
cust_0000001460,2023-12-23,Kolkata,22197,49
cust_0000001461,2025-11-23,Chennai,262128,177
cust_0000001462,2025-06-14,Jaipur,407389,178
cust_0000001463,2025-06-05,Bangalore,226536,302
cust_0000001464,2024-11-06,Mumbai,222578,122
cust_0000001465,2024-07-17,Bangalore,195980,153
cust_0000001466,2024-12-03,Mumbai,72263,24
cust_0000001467,2025-04-23,Mumbai,123585,125
cust_0000001468,2025-05-01,Chennai,320489,271
cust_0000001469,2026-03-11,Pune,150024,168
cust_0000001470,2025-10-05,Pune,62339,441
cust_0000001471,2024-08-02,Delhi,282670,380
cust_0000001472,2024-01-20,Jaipur,114330,444
cust_0000001473,2024-04-21,Howrah,330848,366
cust_0000001474,2025-05-10,Ahmedabad,320203,296
cust_0000001475,2025-03-15,Chennai,97796,259
cust_0000001476,2024-09-21,Ahmedabad,86503,362
cust_0000001477,2024-05-19,Ahmedabad,135777,481
cust_0000001478,2024-11-19,Bangalore,490641,54
cust_0000001479,2024-07-13,Bangalore,61236,453
cust_0000001480,2025-04-08,Chennai,394729,452
cust_0000001481,2025-12-08,Bangalore,375431,131
cust_0000001482,2025-03-15,Hyderabad,138163,398
cust_0000001483,2025-04-14,Kolkata,209473,98
cust_0000001484,2026-04-09,Ahmedabad,88929,12
cust_0000001485,2026-02-13,Bangalore,48480,128
cust_0000001486,2024-04-13,Ahmedabad,157529,292
cust_0000001487,2025-11-09,Hyderabad,145574,258
cust_0000001488,2024-07-12,Kolkata,110610,317
cust_0000001489,2025-03-24,Kolkata,23022,134
cust_0000001490,2025-08-30,Bangalore,176168,122
cust_0000001491,2025-12-10,Kolkata,19261,166
cust_0000001492,2025-05-16,Mumbai,42731,402
cust_0000001493,2026-03-13,Ahmedabad,59096,258
cust_0000001494,2025-10-21,Howrah,181780,149
cust_0000001495,2024-10-31,Howrah,73255,480
cust_0000001496,2025-05-19,Pune,36817,237
cust_0000001497,2024-06-12,Kolkata,1165903,353
cust_0000001498,2024-11-11,Mumbai,101531,56
cust_0000001499,2024-01-17,Kolkata,33359,418
cust_0000001500,2025-09-01,Jaipur,58445,181
cust_0000001501,2025-01-31,Delhi,42164,480
cust_0000001502,2025-01-28,Delhi,49157,312
cust_0000001503,2024-09-02,Pune,54290,165
cust_0000001504,2026-04-24,Mumbai,93382,54
cust_0000001505,2024-12-29,Chennai,96503,326
cust_0000001506,2025-03-01,Hyderabad,200095,12
cust_0000001507,2025-09-07,Bangalore,117914,107
cust_0000001508,2026-02-25,Howrah,219126,140
cust_0000001509,2026-04-15,Kolkata,165204,334
cust_0000001510,2024-06-16,Pune,205241,131
cust_0000001511,2024-06-07,Ahmedabad,249016,73
cust_0000001512,2024-03-29,Chennai,134697,361
cust_0000001513,2025-04-23,Jaipur,141357,216
cust_0000001514,2026-02-23,Bangalore,206155,401
cust_0000001515,2024-05-01,Kolkata,78264,315
cust_0000001516,2026-01-29,Chennai,70682,276
cust_0000001517,2024-08-12,Bangalore,59843,139
cust_0000001518,2026-01-10,Howrah,55454,319
cust_0000001519,2024-11-05,Kolkata,193647,312
cust_0000001520,2024-06-19,Kolkata,24467,146
cust_0000001521,2025-08-23,Hyderabad,57007,344
cust_0000001522,2023-12-27,Mumbai,62102,221
cust_0000001523,2025-08-29,Ahmedabad,216895,323
cust_0000001524,2025-02-09,Pune,91694,190
cust_0000001525,2024-08-03,Chennai,156764,121
cust_0000001526,2026-02-28,Bangalore,217209,255
cust_0000001527,2025-09-03,Ahmedabad,186550,198
cust_0000001528,2025-04-12,Pune,252054,192
cust_0000001529,2024-06-02,Pune,252700,354
cust_0000001530,2025-04-20,Mumbai,32717,405
cust_0000001531,2026-04-08,Mumbai,179270,175
cust_0000001532,2025-10-23,Jaipur,48503,142
cust_0000001533,2024-12-28,Delhi,102859,311
cust_0000001534,2024-09-27,Kolkata,20702,422
cust_0000001535,2025-11-06,Ahmedabad,370157,64
cust_0000001536,2024-12-12,Jaipur,81529,107
cust_0000001537,2026-05-01,Delhi,544854,14
cust_0000001538,2024-05-23,Kolkata,441981,263
cust_0000001539,2024-02-27,Ahmedabad,210060,234
cust_0000001540,2025-08-28,Jaipur,191614,291
cust_0000001541,2023-12-26,Ahmedabad,42415,464
cust_0000001542,2025-05-01,Bangalore,82287,422
cust_0000001543,2024-10-02,Hyderabad,89911,263
cust_0000001544,2024-05-02,Jaipur,10327,372
cust_0000001545,2025-08-05,Ahmedabad,126545,71
cust_0000001546,2025-01-13,Delhi,139519,368
cust_0000001547,2024-05-28,Bangalore,68254,267
cust_0000001548,2026-01-31,Howrah,74884,52
cust_0000001549,2024-05-25,Chennai,103636,275
cust_0000001550,2024-09-07,Ahmedabad,83691,19
cust_0000001551,2025-03-16,Bangalore,332352,196
cust_0000001552,2025-01-08,Howrah,81554,205
cust_0000001553,2025-02-05,Howrah,236566,331
cust_0000001554,2024-06-29,Kolkata,39833,433
cust_0000001555,2024-04-08,Bangalore,754848,461
cust_0000001556,2026-03-07,Bangalore,397583,128
cust_0000001557,2025-01-21,Mumbai,184519,73
cust_0000001558,2026-02-09,Jaipur,94140,396
cust_0000001559,2024-12-09,Hyderabad,101319,22
cust_0000001560,2024-11-21,Kolkata,118488,227
cust_0000001561,2025-07-08,Kolkata,100768,251
cust_0000001562,2024-06-07,Mumbai,52858,464
cust_0000001563,2025-11-22,Howrah,56238,306
cust_0000001564,2024-05-09,Delhi,119079,164
cust_0000001565,2025-11-01,Ahmedabad,38984,438
cust_0000001566,2024-04-17,Bangalore,156451,170
cust_0000001567,2024-01-19,Hyderabad,208537,358
cust_0000001568,2026-01-25,Mumbai,23411,104
cust_0000001569,2023-12-24,Pune,159660,57
cust_0000001570,2026-03-13,Howrah,181996,266
cust_0000001571,2026-01-10,Jaipur,43538,140
cust_0000001572,2024-02-12,Howrah,34694,214
cust_0000001573,2025-02-23,Delhi,76248,218
cust_0000001574,2026-03-03,Delhi,33980,288
cust_0000001575,2025-12-27,Hyderabad,70640,102
cust_0000001576,2024-12-15,Mumbai,333492,455
cust_0000001577,2026-03-16,Pune,115346,249
cust_0000001578,2024-01-12,Pune,86619,299
cust_0000001579,2025-04-14,Bangalore,36725,120
cust_0000001580,2026-04-25,Howrah,42381,219
