instrument_id,first_seen,associated_customer_ids
inst_0000001061,2024-06-17,cust_0000000914
inst_0000001062,2024-11-28,cust_0000000915
inst_0000001063,2024-05-13,cust_0000000916
inst_0000001064,2025-11-26,cust_0000000917
inst_0000001065,2025-09-06,cust_0000000918
inst_0000001066,2025-02-25,cust_0000000919
inst_0000001067,2024-01-24,cust_0000000920
inst_0000001068,2026-02-22,cust_0000000921
inst_0000001069,2025-07-18,cust_0000000922
inst_0000001070,2024-12-19,cust_0000000923
inst_0000001071,2025-12-19,cust_0000000924
inst_0000001072,2026-01-02,cust_0000000925
inst_0000001073,2025-10-31,cust_0000000926
inst_0000001074,2024-12-25,cust_0000000927
inst_0000001075,2024-09-03,cust_0000000928
inst_0000001076,2025-08-25,cust_0000000929
inst_0000001077,2023-12-23,cust_0000000930
inst_0000001078,2026-02-14,cust_0000000931
inst_0000001079,2025-01-14,cust_0000000932
inst_0000001080,2025-01-14,cust_0000000932
inst_0000001081,2025-01-11,cust_0000000933
inst_0000001082,2024-03-22,cust_0000000934
inst_0000001083,2023-12-24,cust_0000000935
inst_0000001084,2024-01-31,cust_0000000936
inst_0000001085,2024-03-22,cust_0000000937
inst_0000001086,2024-03-22,cust_0000000937
inst_0000001087,2024-07-08,cust_0000000938
inst_0000001088,2025-06-18,cust_0000000939
inst_0000001089,2025-06-18,cust_0000000939
inst_0000001090,2025-04-25,cust_0000000940
inst_0000001091,2025-09-26,cust_0000000941
inst_0000001092,2024-05-31,cust_0000000942
inst_0000001093,2026-01-06,cust_0000000943
inst_0000001094,2026-02-06,cust_0000000944
inst_0000001095,2026-04-25,cust_0000000945
inst_0000001096,2025-11-29,cust_0000000946
inst_0000001097,2025-11-29,cust_0000000946
inst_0000001098,2024-07-21,cust_0000000947
inst_0000001099,2025-07-08,cust_0000000948
inst_0000001100,2026-04-23,cust_0000000949
inst_0000001101,2024-01-09,cust_0000000950
inst_0000001102,2026-01-15,cust_0000000951
inst_0000001103,2025-10-22,cust_0000000952
inst_0000001104,2024-03-17,cust_0000000953
inst_0000001105,2024-03-17,cust_0000000953
inst_0000001106,2025-01-29,cust_0000000954
inst_0000001107,2025-01-29,cust_0000000954
inst_0000001108,2025-07-20,cust_0000000955
inst_0000001109,2024-03-03,cust_0000000956
inst_0000001110,2025-01-20,cust_0000000957
inst_0000001111,2025-05-28,cust_0000000958
inst_0000001112,2025-05-28,cust_0000000958
inst_0000001113,2026-03-05,cust_0000000959
inst_0000001114,2026-02-06,cust_0000000960
inst_0000001115,2026-02-06,cust_0000000960
inst_0000001116,2026-02-07,cust_0000000961
inst_0000001117,2026-01-30,cust_0000000962
inst_0000001118,2024-10-30,cust_0000000963
inst_0000001119,2024-03-18,cust_0000000964
inst_0000001120,2025-07-26,cust_0000000965
inst_0000001121,2026-03-12,cust_0000000966
inst_0000001122,2025-04-17,cust_0000000967
inst_0000001123,2025-02-23,cust_0000000968
inst_0000001124,2025-01-18,cust_0000000969
inst_0000001125,2026-03-13,cust_0000000970
inst_0000001126,2024-12-11,cust_0000000971
inst_0000001127,2024-11-08,cust_0000000972
inst_0000001128,2024-11-08,cust_0000000972
inst_0000001129,2024-06-14,cust_0000000973
inst_0000001130,2026-01-31,cust_0000000974
inst_0000001131,2024-04-03,cust_0000000975
inst_0000001132,2025-05-21,cust_0000000976
inst_0000001133,2025-05-21,cust_0000000976
inst_0000001134,2024-08-02,cust_0000000977
inst_0000001135,2024-01-18,cust_0000000978
inst_0000001136,2025-04-09,cust_0000000979
inst_0000001137,2025-06-15,cust_0000000980
inst_0000001138,2026-03-20,cust_0000000981
inst_0000001139,2025-12-14,cust_0000000982
inst_0000001140,2025-02-17,cust_0000000983
inst_0000001141,2025-10-18,cust_0000000984
inst_0000001142,2025-06-03,cust_0000000985
inst_0000001143,2024-12-20,cust_0000000986
inst_0000001144,2024-12-20,cust_0000000986
inst_0000001145,2024-01-19,cust_0000000987
inst_0000001146,2024-01-13,cust_0000000988
inst_0000001147,2025-02-02,cust_0000000989
inst_0000001148,2024-07-22,cust_0000000990
inst_0000001149,2026-04-03,cust_0000000991
inst_0000001150,2025-02-24,cust_0000000992
inst_0000001151,2026-03-17,cust_0000000993
inst_0000001152,2026-03-17,cust_0000000993
inst_0000001153,2026-03-15,cust_0000000994
inst_0000001154,2025-03-26,cust_0000000995
inst_0000001155,2025-09-23,cust_0000000996
inst_0000001156,2024-05-05,cust_0000000997
inst_0000001157,2024-02-27,cust_0000000998
inst_0000001158,2025-12-12,cust_0000000999
inst_0000001159,2024-06-30,cust_0000001000
inst_0000001160,2025-12-22,cust_0000001001
inst_0000001161,2024-01-29,cust_0000001002
inst_0000001162,2024-01-29,cust_0000001002
inst_0000001163,2024-11-09,cust_0000001003
inst_0000001164,2024-11-09,cust_0000001003
inst_0000001165,2025-01-29,cust_0000001004
inst_0000001166,2024-12-09,cust_0000001005
inst_0000001167,2025-07-20,cust_0000001006
inst_0000001168,2025-02-15,cust_0000001007
inst_0000001169,2024-05-10,cust_0000001008
inst_0000001170,2025-06-10,cust_0000001009
inst_0000001171,2024-11-13,cust_0000001010
inst_0000001172,2025-01-15,cust_0000001011
inst_0000001173,2024-07-12,cust_0000001012
inst_0000001174,2024-09-07,cust_0000001013
inst_0000001175,2025-09-22,cust_0000001014
inst_0000001176,2024-11-11,cust_0000001015
inst_0000001177,2024-11-11,cust_0000001015
inst_0000001178,2025-09-29,cust_0000001016
inst_0000001179,2025-05-23,cust_0000001017
inst_0000001180,2025-03-30,cust_0000001018
inst_0000001181,2026-04-19,cust_0000001019
inst_0000001182,2026-04-19,cust_0000001019
inst_0000001183,2025-03-15,cust_0000001020
inst_0000001184,2024-11-09,cust_0000001021
inst_0000001185,2024-02-14,cust_0000001022
inst_0000001186,2026-04-10,cust_0000001023
inst_0000001187,2024-08-12,cust_0000001024
inst_0000001188,2025-04-10,cust_0000001025
inst_0000001189,2025-11-09,cust_0000001026
inst_0000001190,2024-07-04,cust_0000001027
inst_0000001191,2024-04-12,cust_0000001028
inst_0000001192,2024-04-12,cust_0000001028
inst_0000001193,2024-02-28,cust_0000001029
inst_0000001194,2024-02-08,cust_0000001030
inst_0000001195,2025-05-10,cust_0000001031
inst_0000001196,2025-05-10,cust_0000001031
inst_0000001197,2024-08-27,cust_0000001032
inst_0000001198,2024-08-27,cust_0000001032
inst_0000001199,2025-12-28,cust_0000001033
inst_0000001200,2024-06-17,cust_0000001034
inst_0000001201,2024-03-22,cust_0000001035
inst_0000001202,2025-08-05,cust_0000001036
inst_0000001203,2025-08-05,cust_0000001036
inst_0000001204,2025-02-26,cust_0000001037
inst_0000001205,2025-01-02,cust_0000001038
inst_0000001206,2024-03-30,cust_0000001039
inst_0000001207,2024-12-10,cust_0000001040
inst_0000001208,2025-04-30,cust_0000001041
inst_0000001209,2025-04-30,cust_0000001041
inst_0000001210,2026-03-12,cust_0000001042
inst_0000001211,2026-02-20,cust_0000001043
inst_0000001212,2025-01-15,cust_0000001044
inst_0000001213,2025-04-25,cust_0000001045
inst_0000001214,2025-09-28,cust_0000001046
inst_0000001215,2024-08-17,cust_0000001047
inst_0000001216,2024-08-17,cust_0000001047
inst_0000001217,2025-08-26,cust_0000001048
inst_0000001218,2024-03-26,cust_0000001049
inst_0000001219,2026-04-28,cust_0000001050
inst_0000001220,2023-12-21,cust_0000001051
inst_0000001221,2023-12-21,cust_0000001051
inst_0000001222,2025-05-25,cust_0000001052
inst_0000001223,2024-02-16,cust_0000001053
inst_0000001224,2025-01-20,cust_0000001054
inst_0000001225,2024-05-01,cust_0000001055
inst_0000001226,2024-05-01,cust_0000001055
inst_0000001227,2024-12-27,cust_0000001056
inst_0000001228,2024-05-31,cust_0000001057
inst_0000001229,2024-07-28,cust_0000001058
inst_0000001230,2024-11-14,cust_0000001059
inst_0000001231,2025-02-23,cust_0000001060
inst_0000001232,2025-02-21,cust_0000001061
inst_0000001233,2024-09-05,cust_0000001062
inst_0000001234,2024-06-05,cust_0000001063
inst_0000001235,2024-06-05,cust_0000001063
inst_0000001236,2026-02-16,cust_0000001064
inst_0000001237,2024-07-28,cust_0000001065
inst_0000001238,2024-07-28,cust_0000001065
inst_0000001239,2025-12-05,cust_0000001066
inst_0000001240,2024-01-28,cust_0000001067
inst_0000001241,2025-10-10,cust_0000001068
inst_0000001242,2025-10-10,cust_0000001068
inst_0000001243,2026-04-05,cust_0000001069
inst_0000001244,2024-04-22,cust_0000001070
inst_0000001245,2025-05-30,cust_0000001071
inst_0000001246,2026-04-14,cust_0000001072
inst_0000001247,2025-10-14,cust_0000001073
inst_0000001248,2024-06-05,cust_0000001074
inst_0000001249,2025-09-27,cust_0000001075
inst_0000001250,2024-01-17,cust_0000001076
inst_0000001251,2023-12-22,cust_0000001077
inst_0000001252,2025-02-07,cust_0000001078
inst_0000001253,2025-06-27,cust_0000001079
inst_0000001254,2025-09-23,cust_0000001080
inst_0000001255,2025-09-23,cust_0000001080
inst_0000001256,2026-01-04,cust_0000001081
inst_0000001257,2024-03-12,cust_0000001082
inst_0000001258,2025-01-05,cust_0000001083
inst_0000001259,2024-12-02,cust_0000001084
inst_0000001260,2024-12-02,cust_0000001084
inst_0000001261,2025-01-27,cust_0000001085
inst_0000001262,2023-12-23,cust_0000001086
inst_0000001263,2025-12-01,cust_0000001087
inst_0000001264,2025-12-01,cust_0000001087
inst_0000001265,2025-03-16,cust_0000001088
inst_0000001266,2025-11-21,cust_0000001089
inst_0000001267,2024-01-31,cust_0000001090
inst_0000001268,2024-05-04,cust_0000001091
inst_0000001269,2025-05-14,cust_0000001092
inst_0000001270,2024-09-02,cust_0000001093
inst_0000001271,2025-04-17,cust_0000001094
inst_0000001272,2026-02-04,cust_0000001095
inst_0000001273,2024-12-04,cust_0000001096
inst_0000001274,2024-12-04,cust_0000001096
inst_0000001275,2024-09-22,cust_0000001097
inst_0000001276,2024-09-22,cust_0000001097
inst_0000001277,2025-08-28,cust_0000001098
inst_0000001278,2024-03-21,cust_0000001099
inst_0000001279,2024-11-25,cust_0000001100
inst_0000001280,2025-02-09,cust_0000001101
inst_0000001281,2025-03-15,cust_0000001102
inst_0000001282,2024-10-25,cust_0000001103
inst_0000001283,2024-07-09,cust_0000001104
inst_0000001284,2025-01-18,cust_0000001105
inst_0000001285,2025-01-19,cust_0000001106
inst_0000001286,2024-07-28,cust_0000001107
inst_0000001287,2024-07-28,cust_0000001107
inst_0000001288,2026-02-20,cust_0000001108
inst_0000001289,2026-02-20,cust_0000001108
inst_0000001290,2025-06-29,cust_0000001109
inst_0000001291,2025-07-13,cust_0000001110
inst_0000001292,2026-03-10,cust_0000001111
inst_0000001293,2025-09-03,cust_0000001112
inst_0000001294,2024-08-05,cust_0000001113
inst_0000001295,2026-04-13,cust_0000001114
inst_0000001296,2026-03-29,cust_0000001115
inst_0000001297,2025-02-03,cust_0000001116
inst_0000001298,2025-04-19,cust_0000001117
inst_0000001299,2024-09-22,cust_0000001118
inst_0000001300,2024-09-22,cust_0000001118
inst_0000001301,2024-01-22,cust_0000001119
inst_0000001302,2026-03-14,cust_0000001120
inst_0000001303,2024-05-26,cust_0000001121
inst_0000001304,2024-04-14,cust_0000001122
inst_0000001305,2024-05-14,cust_0000001123
inst_0000001306,2024-01-24,cust_0000001124
inst_0000001307,2025-06-13,cust_0000001125
inst_0000001308,2025-06-05,cust_0000001126
inst_0000001309,2025-10-01,cust_0000001127
inst_0000001310,2025-10-01,cust_0000001127
inst_0000001311,2024-03-23,cust_0000001128
inst_0000001312,2024-07-04,cust_0000001129
inst_0000001313,2024-07-04,cust_0000001129
inst_0000001314,2025-09-03,cust_0000001130
inst_0000001315,2025-07-27,cust_0000001131
inst_0000001316,2025-03-25,cust_0000001132
inst_0000001317,2024-07-21,cust_0000001133
inst_0000001318,2024-09-14,cust_0000001134
inst_0000001319,2026-02-01,cust_0000001135
inst_0000001320,2026-02-01,cust_0000001135
inst_0000001321,2024-04-29,cust_0000001136
inst_0000001322,2024-04-29,cust_0000001136
inst_0000001323,2024-02-13,cust_0000001137
inst_0000001324,2024-03-19,cust_0000001138
inst_0000001325,2025-09-27,cust_0000001139
inst_0000001326,2026-01-19,cust_0000001140
inst_0000001327,2025-01-27,cust_0000001141
inst_0000001328,2025-11-14,cust_0000001142
inst_0000001329,2025-07-20,cust_0000001143
inst_0000001330,2025-05-11,cust_0000001144
inst_0000001331,2026-01-28,cust_0000001145
inst_0000001332,2024-03-25,cust_0000001146
inst_0000001333,2024-11-18,cust_0000001147
inst_0000001334,2025-05-27,cust_0000001148
inst_0000001335,2024-11-06,cust_0000001149
inst_0000001336,2025-04-17,cust_0000001150
inst_0000001337,2023-12-17,cust_0000001151
inst_0000001338,2025-08-15,cust_0000001152
inst_0000001339,2024-02-20,cust_0000001153
inst_0000001340,2024-04-04,cust_0000001154
inst_0000001341,2024-09-24,cust_0000001155
inst_0000001342,2024-05-17,cust_0000001156
inst_0000001343,2026-04-03,cust_0000001157
inst_0000001344,2025-01-05,cust_0000001158
inst_0000001345,2025-01-05,cust_0000001158
inst_0000001346,2024-09-23,cust_0000001159
inst_0000001347,2025-09-22,cust_0000001160
inst_0000001348,2025-06-19,cust_0000001161
inst_0000001349,2024-12-16,cust_0000001162
inst_0000001350,2024-03-26,cust_0000001163
inst_0000001351,2024-07-30,cust_0000001164
inst_0000001352,2025-10-02,cust_0000001165
inst_0000001353,2024-05-07,cust_0000001166
inst_0000001354,2025-12-07,cust_0000001167
inst_0000001355,2026-01-13,cust_0000001168
inst_0000001356,2024-01-20,cust_0000001169
inst_0000001357,2026-02-10,cust_0000001170
inst_0000001358,2026-02-10,cust_0000001170
inst_0000001359,2024-02-28,cust_0000001171
inst_0000001360,2024-09-11,cust_0000001172
inst_0000001361,2025-09-29,cust_0000001173
inst_0000001362,2024-10-09,cust_0000001174
inst_0000001363,2024-12-03,cust_0000001175
inst_0000001364,2025-07-12,cust_0000001176
inst_0000001365,2024-12-19,cust_0000001177
inst_0000001366,2025-11-10,cust_0000001178
inst_0000001367,2024-02-13,cust_0000001179
inst_0000001368,2025-11-14,cust_0000001180
inst_0000001369,2025-11-14,cust_0000001180
inst_0000001370,2024-08-17,cust_0000001181
inst_0000001371,2024-05-11,cust_0000001182
inst_0000001372,2024-05-11,cust_0000001182
inst_0000001373,2024-11-21,cust_0000001183
inst_0000001374,2024-11-21,cust_0000001183
inst_0000001375,2025-02-24,cust_0000001184
inst_0000001376,2025-02-24,cust_0000001184
inst_0000001377,2025-12-14,cust_0000001185
inst_0000001378,2024-02-15,cust_0000001186
inst_0000001379,2024-02-15,cust_0000001186
inst_0000001380,2025-01-10,cust_0000001187
inst_0000001381,2024-05-15,cust_0000001188
inst_0000001382,2024-01-02,cust_0000001189
inst_0000001383,2024-10-23,cust_0000001190
inst_0000001384,2024-07-23,cust_0000001191
inst_0000001385,2024-10-08,cust_0000001192
inst_0000001386,2026-02-22,cust_0000001193
inst_0000001387,2025-07-30,cust_0000001194
inst_0000001388,2024-09-02,cust_0000001195
inst_0000001389,2024-07-02,cust_0000001196
inst_0000001390,2025-07-23,cust_0000001197
inst_0000001391,2024-12-03,cust_0000001198
inst_0000001392,2025-08-02,cust_0000001199
inst_0000001393,2024-04-23,cust_0000001200
inst_0000001394,2025-06-08,cust_0000001201
inst_0000001395,2025-06-08,cust_0000001201
inst_0000001396,2025-06-12,cust_0000001202
inst_0000001397,2023-12-27,cust_0000001203
inst_0000001398,2024-03-01,cust_0000001204
inst_0000001399,2024-10-27,cust_0000001205
inst_0000001400,2024-09-24,cust_0000001206
inst_0000001401,2024-09-24,cust_0000001206
inst_0000001402,2024-07-19,cust_0000001207
inst_0000001403,2025-08-02,cust_0000001208
inst_0000001404,2025-09-28,cust_0000001209
inst_0000001405,2025-09-28,cust_0000001209
inst_0000001406,2024-05-15,cust_0000001210
inst_0000001407,2024-11-14,cust_0000001211
inst_0000001408,2024-04-28,cust_0000001212
inst_0000001409,2024-11-28,cust_0000001213
inst_0000001410,2025-12-10,cust_0000001214
inst_0000001411,2025-04-09,cust_0000001215
inst_0000001412,2025-12-29,cust_0000001216
inst_0000001413,2026-04-18,cust_0000001217
inst_0000001414,2025-01-18,cust_0000001218
inst_0000001415,2025-01-18,cust_0000001218
inst_0000001416,2024-03-05,cust_0000001219
inst_0000001417,2026-02-15,cust_0000001220
inst_0000001418,2026-02-15,cust_0000001220
inst_0000001419,2025-10-21,cust_0000001221
inst_0000001420,2025-08-12,cust_0000001222
inst_0000001421,2025-07-31,cust_0000001223
inst_0000001422,2024-07-23,cust_0000001224
inst_0000001423,2024-04-01,cust_0000001225
inst_0000001424,2025-05-28,cust_0000001226
inst_0000001425,2026-03-22,cust_0000001227
inst_0000001426,2024-11-10,cust_0000001228
inst_0000001427,2024-01-24,cust_0000001229
inst_0000001428,2024-08-26,cust_0000001230
inst_0000001429,2024-09-21,cust_0000001231
inst_0000001430,2025-04-16,cust_0000001232
inst_0000001431,2025-08-13,cust_0000001233
inst_0000001432,2024-12-01,cust_0000001234
inst_0000001433,2024-10-29,cust_0000001235
inst_0000001434,2024-05-27,cust_0000001236
inst_0000001435,2025-12-12,cust_0000001237
inst_0000001436,2024-06-13,cust_0000001238
inst_0000001437,2025-11-16,cust_0000001239
inst_0000001438,2024-11-05,cust_0000001240
inst_0000001439,2025-04-26,cust_0000001241
inst_0000001440,2024-09-07,cust_0000001242
inst_0000001441,2024-07-09,cust_0000001243
inst_0000001442,2026-03-02,cust_0000001244
inst_0000001443,2025-08-12,cust_0000001245
inst_0000001444,2026-03-02,cust_0000001246
inst_0000001445,2024-10-23,cust_0000001247
inst_0000001446,2024-10-23,cust_0000001247
inst_0000001447,2025-12-25,cust_0000001248
inst_0000001448,2026-05-02,cust_0000001249
inst_0000001449,2024-05-30,cust_0000001250
inst_0000001450,2025-07-18,cust_0000001251
inst_0000001451,2024-06-21,cust_0000001252
inst_0000001452,2023-12-30,cust_0000001253
inst_0000001453,2026-03-16,cust_0000001254
inst_0000001454,2024-09-09,cust_0000001255
inst_0000001455,2025-01-17,cust_0000001256
inst_0000001456,2023-12-26,cust_0000001257
inst_0000001457,2025-01-01,cust_0000001258
inst_0000001458,2026-03-29,cust_0000001259
inst_0000001459,2024-09-02,cust_0000001260
inst_0000001460,2024-02-07,cust_0000001261
inst_0000001461,2024-05-14,cust_0000001262
inst_0000001462,2026-02-21,cust_0000001263
inst_0000001463,2025-12-28,cust_0000001264
inst_0000001464,2025-12-28,cust_0000001264
inst_0000001465,2025-11-14,cust_0000001265
inst_0000001466,2025-03-05,cust_0000001266
inst_0000001467,2025-05-30,cust_0000001267
inst_0000001468,2024-12-27,cust_0000001268
inst_0000001469,2024-07-09,cust_0000001269
inst_0000001470,2024-07-26,cust_0000001270
inst_0000001471,2025-05-05,cust_0000001271
inst_0000001472,2025-10-30,cust_0000001272
inst_0000001473,2025-07-01,cust_0000001273
inst_0000001474,2024-01-05,cust_0000001274
inst_0000001475,2024-07-21,cust_0000001275
inst_0000001476,2024-05-21,cust_0000001276
inst_0000001477,2025-09-06,cust_0000001277
inst_0000001478,2025-08-24,cust_0000001278
inst_0000001479,2024-05-30,cust_0000001279
inst_0000001480,2025-08-19,cust_0000001280
inst_0000001481,2025-04-15,cust_0000001281
inst_0000001482,2025-06-18,cust_0000001282
inst_0000001483,2026-01-07,cust_0000001283
inst_0000001484,2026-01-07,cust_0000001283
inst_0000001485,2025-10-03,cust_0000001284
inst_0000001486,2024-03-12,cust_0000001285
inst_0000001487,2024-06-17,cust_0000001286
inst_0000001488,2025-01-04,cust_0000001287
inst_0000001489,2024-11-16,cust_0000001288
inst_0000001490,2024-01-08,cust_0000001289
inst_0000001491,2024-01-08,cust_0000001289
inst_0000001492,2024-01-28,cust_0000001290
inst_0000001493,2024-06-02,cust_0000001291
inst_0000001494,2025-09-06,cust_0000001292
inst_0000001495,2026-02-22,cust_0000001293
inst_0000001496,2026-04-20,cust_0000001294
inst_0000001497,2025-10-16,cust_0000001295
inst_0000001498,2025-07-07,cust_0000001296
inst_0000001499,2024-01-19,cust_0000001297
inst_0000001500,2024-09-09,cust_0000001298
inst_0000001501,2024-05-19,cust_0000001299
inst_0000001502,2025-12-30,cust_0000001300
inst_0000001503,2024-10-01,cust_0000001301
inst_0000001504,2026-02-02,cust_0000001302
inst_0000001505,2024-10-24,cust_0000001303
inst_0000001506,2026-03-30,cust_0000001304
inst_0000001507,2025-06-30,cust_0000001305
inst_0000001508,2025-01-13,cust_0000001306
inst_0000001509,2024-01-13,cust_0000001307
inst_0000001510,2024-04-13,cust_0000001308
inst_0000001511,2024-02-03,cust_0000001309
inst_0000001512,2024-04-05,cust_0000001310
inst_0000001513,2026-03-22,cust_0000001311
inst_0000001514,2025-03-18,cust_0000001312
inst_0000001515,2024-02-10,cust_0000001313
inst_0000001516,2024-02-10,cust_0000001313
inst_0000001517,2024-06-18,cust_0000001314
inst_0000001518,2026-03-08,cust_0000001315
inst_0000001519,2026-02-07,cust_0000001316
inst_0000001520,2026-04-22,cust_0000001317
inst_0000001521,2026-04-22,cust_0000001317
inst_0000001522,2025-12-30,cust_0000001318
inst_0000001523,2024-04-26,cust_0000001319
inst_0000001524,2024-03-21,cust_0000001320
inst_0000001525,2024-02-01,cust_0000001321
inst_0000001526,2026-02-22,cust_0000001322
inst_0000001527,2025-07-01,cust_0000001323
inst_0000001528,2024-05-31,cust_0000001324
inst_0000001529,2025-07-11,cust_0000001325
inst_0000001530,2025-11-17,cust_0000001326
inst_0000001531,2024-09-25,cust_0000001327
inst_0000001532,2024-03-26,cust_0000001328
inst_0000001533,2026-04-04,cust_0000001329
inst_0000001534,2026-04-12,cust_0000001330
inst_0000001535,2026-04-12,cust_0000001330
inst_0000001536,2025-06-27,cust_0000001331
inst_0000001537,2024-12-28,cust_0000001332
inst_0000001538,2024-12-28,cust_0000001332
inst_0000001539,2025-07-30,cust_0000001333
inst_0000001540,2024-04-11,cust_0000001334
inst_0000001541,2024-04-11,cust_0000001334
inst_0000001542,2025-07-19,cust_0000001335
inst_0000001543,2025-05-21,cust_0000001336
inst_0000001544,2024-03-17,cust_0000001337
inst_0000001545,2026-04-22,cust_0000001338
inst_0000001546,2026-04-22,cust_0000001338
inst_0000001547,2025-04-28,cust_0000001339
inst_0000001548,2025-01-30,cust_0000001340
inst_0000001549,2025-08-26,cust_0000001341
inst_0000001550,2024-10-01,cust_0000001342
inst_0000001551,2024-09-13,cust_0000001343
inst_0000001552,2025-02-02,cust_0000001344
inst_0000001553,2026-01-02,cust_0000001345
inst_0000001554,2024-10-14,cust_0000001346
inst_0000001555,2024-02-16,cust_0000001347
inst_0000001556,2026-02-25,cust_0000001348
inst_0000001557,2026-03-04,cust_0000001349
inst_0000001558,2025-02-23,cust_0000001350
inst_0000001559,2024-05-26,cust_0000001351
inst_0000001560,2024-04-01,cust_0000001352
inst_0000001561,2024-10-06,cust_0000001353
inst_0000001562,2024-10-06,cust_0000001353
inst_0000001563,2025-01-19,cust_0000001354
inst_0000001564,2025-10-13,cust_0000001355
inst_0000001565,2024-08-18,cust_0000001356
inst_0000001566,2024-04-14,cust_0000001357
inst_0000001567,2026-01-27,cust_0000001358
inst_0000001568,2025-01-28,cust_0000001359
inst_0000001569,2024-09-07,cust_0000001360
inst_0000001570,2024-09-07,cust_0000001360
inst_0000001571,2024-12-29,cust_0000001361
inst_0000001572,2025-04-08,cust_0000001362
inst_0000001573,2024-12-30,cust_0000001363
inst_0000001574,2025-04-14,cust_0000001364
inst_0000001575,2025-09-15,cust_0000001365
inst_0000001576,2024-03-26,cust_0000001366
inst_0000001577,2025-07-14,cust_0000001367
inst_0000001578,2025-07-14,cust_0000001367
inst_0000001579,2025-09-16,cust_0000001368
inst_0000001580,2024-09-08,cust_0000001369
inst_0000001581,2026-04-06,cust_0000001370
inst_0000001582,2024-06-21,cust_0000001371
inst_0000001583,2026-04-06,cust_0000001372
inst_0000001584,2025-04-05,cust_0000001373
inst_0000001585,2025-05-31,cust_0000001374
inst_0000001586,2024-06-12,cust_0000001375
inst_0000001587,2025-03-08,cust_0000001376
inst_0000001588,2025-03-08,cust_0000001376
inst_0000001589,2025-04-15,cust_0000001377
inst_0000001590,2025-04-15,cust_0000001377
inst_0000001591,2025-03-21,cust_0000001378
inst_0000001592,2025-04-21,cust_0000001379
inst_0000001593,2025-04-21,cust_0000001379
inst_0000001594,2025-12-03,cust_0000001380
inst_0000001595,2025-04-13,cust_0000001381
inst_0000001596,2024-03-07,cust_0000001382
inst_0000001597,2024-03-07,cust_0000001382
inst_0000001598,2024-07-19,cust_0000001383
inst_0000001599,2024-06-13,cust_0000001384
inst_0000001600,2024-04-18,cust_0000001385
inst_0000001601,2024-12-21,cust_0000001386
inst_0000001602,2024-07-12,cust_0000001387
inst_0000001603,2024-07-12,cust_0000001387
inst_0000001604,2024-03-10,cust_0000001388
inst_0000001605,2026-05-02,cust_0000001389
inst_0000001606,2026-04-07,cust_0000001390
inst_0000001607,2026-04-07,cust_0000001390
inst_0000001608,2024-05-28,cust_0000001391
inst_0000001609,2025-02-05,cust_0000001392
inst_0000001610,2023-12-25,cust_0000001393
inst_0000001611,2024-03-18,cust_0000001394
inst_0000001612,2025-12-04,cust_0000001395
inst_0000001613,2025-01-28,cust_0000001396
inst_0000001614,2025-01-28,cust_0000001396
inst_0000001615,2026-01-27,cust_0000001397
inst_0000001616,2023-12-22,cust_0000001398
inst_0000001617,2025-12-20,cust_0000001399
inst_0000001618,2025-03-07,cust_0000001400
inst_0000001619,2025-03-17,cust_0000001401
inst_0000001620,2025-08-16,cust_0000001402
inst_0000001621,2024-12-03,cust_0000001403
inst_0000001622,2025-07-09,cust_0000001404
inst_0000001623,2025-07-09,cust_0000001404
inst_0000001624,2024-03-23,cust_0000001405
inst_0000001625,2024-10-11,cust_0000001406
inst_0000001626,2023-12-17,cust_0000001407
inst_0000001627,2023-12-17,cust_0000001407
inst_0000001628,2025-03-29,cust_0000001408
inst_0000001629,2025-07-07,cust_0000001409
inst_0000001630,2026-03-29,cust_0000001410
inst_0000001631,2026-03-29,cust_0000001410
inst_0000001632,2024-02-17,cust_0000001411
inst_0000001633,2025-02-02,cust_0000001412
inst_0000001634,2024-03-07,cust_0000001413
inst_0000001635,2024-03-07,cust_0000001413
inst_0000001636,2025-07-27,cust_0000001414
inst_0000001637,2025-03-08,cust_0000001415
inst_0000001638,2025-03-08,cust_0000001415
inst_0000001639,2025-11-27,cust_0000001416
inst_0000001640,2025-08-08,cust_0000001417
inst_0000001641,2025-08-08,cust_0000001417
inst_0000001642,2024-11-28,cust_0000001418
inst_0000001643,2025-09-21,cust_0000001419
inst_0000001644,2026-03-24,cust_0000001420
inst_0000001645,2025-05-18,cust_0000001421
inst_0000001646,2024-03-11,cust_0000001422
inst_0000001647,2025-03-07,cust_0000001423
inst_0000001648,2025-04-10,cust_0000001424
inst_0000001649,2025-04-10,cust_0000001424
inst_0000001650,2024-05-31,cust_0000001425
inst_0000001651,2025-03-15,cust_0000001426
inst_0000001652,2025-04-16,cust_0000001427
inst_0000001653,2026-04-29,cust_0000001428
inst_0000001654,2024-02-09,cust_0000001429
inst_0000001655,2025-09-30,cust_0000001430
inst_0000001656,2025-10-18,cust_0000001431
inst_0000001657,2025-02-06,cust_0000001432
inst_0000001658,2024-11-24,cust_0000001433
inst_0000001659,2025-06-30,cust_0000001434
inst_0000001660,2024-01-15,cust_0000001435
inst_0000001661,2024-08-07,cust_0000001436
inst_0000001662,2024-09-28,cust_0000001437
inst_0000001663,2024-09-28,cust_0000001437
inst_0000001664,2025-11-03,cust_0000001438
inst_0000001665,2025-11-18,cust_0000001439
inst_0000001666,2025-02-07,cust_0000001440
inst_0000001667,2024-12-06,cust_0000001441
